iD,FormationTime,ClosestTimeIndice,FrameMatchedFormationTime,xPosition,yPosition,currentSFR
0,0.0,0,0.0,13.80399893972124,0.0,0.0
1,3.9667175238649044,119,3.966666666666667,74.49501671153126,57.23299321850319,0.05932511681303782
2,5.014078227880742,150,5.0,63.84913256779217,60.852247591709315,0.18204872092539848
3,5.330580958912262,160,5.333333333333333,62.55823530311958,57.22664836132503,0.25080766401615223
4,5.354092794757143,161,5.366666666666666,38.914580649762584,30.328168139451805,0.2586746951569362
5,6.220526579824293,187,6.233333333333333,29.590435979499738,36.61546333305048,0.5352988029034457
6,6.805378860773494,204,6.8,67.07449004512159,36.58799352811471,0.7943535105321337
7,7.061906380606885,212,7.066666666666666,37.00849594703183,67.07931040023934,0.9351135722992883
8,7.156804330464896,215,7.166666666666667,44.25966245190807,41.669385421186846,0.9903709415184987
9,7.241428611597394,217,7.233333333333333,57.516518837615536,55.83681899970052,1.0278332959180536
10,7.258191942137118,218,7.266666666666667,42.18003549322305,31.440372798372838,1.0467321184293628
11,7.503873580396935,225,7.5,59.701563915092486,64.21837806395047,1.1814808489162503
12,7.601390767857604,228,7.6,48.66841525969127,58.05028354313727,1.2401149494561845
13,7.63330593152738,229,7.633333333333333,50.15494411714824,50.33572140253924,1.2597159514146752
14,7.636959681192383,229,7.633333333333333,50.27291794258878,36.862665975227145,1.2597159514146752
15,7.765855410854087,233,7.766666666666667,44.09640554333066,79.45671092207692,1.3381601879481764
16,8.043011410726475,241,8.033333333333333,39.567114246608675,40.619122025309686,1.493240765989487
17,8.07489581517012,242,8.066666666666666,57.698627337676676,41.63092698854631,1.5122606607882094
18,8.151746666689005,245,8.166666666666666,43.27373732960318,55.58412212092716,1.568583836965373
19,8.300684357204338,249,8.3,65.92648813987567,63.243150815032806,1.6415662733696765
20,8.366410128965443,251,8.366666666666667,79.17188455078336,32.91681833548257,1.676958821432755
21,8.395981432869243,252,8.4,50.47680112195401,31.24323680710753,1.6943430659497194
22,8.467947983424441,254,8.466666666666667,38.2636108619638,63.08336233130875,1.7284344108148975
23,8.544710296096119,256,8.533333333333333,70.32433380666046,33.45760581276711,1.7615526879917023
24,8.545280334718198,256,8.533333333333333,36.75277668379357,45.00673270819597,1.7615526879917023
25,8.63572882943524,259,8.633333333333333,41.624210108769915,52.02500126602671,1.8092237683925858
26,8.64769768124762,259,8.633333333333333,74.46443742094581,55.34867903019067,1.8092237683925858
27,8.825487152961381,265,8.833333333333334,37.70856077882609,38.058127735361964,1.8963468211149388
28,8.973973812636133,269,8.966666666666667,58.48538007300768,62.46594167275091,1.9475129359770222
29,9.14722555128515,274,9.133333333333333,39.4580083300813,45.928419220964265,2.0027061088882903
30,9.172815636929483,275,9.166666666666666,62.39485972998533,54.91978007316442,2.01249732350742
31,9.207724806636586,276,9.2,62.753971674668264,23.973197854781045,2.0218559300594245
32,9.24622431212761,277,9.233333333333333,63.853181479626755,24.24275510707966,2.0307752652990976
33,9.248759163594878,277,9.233333333333333,67.92892163698191,33.17141644995327,2.0307752652990976
34,9.268226997705012,278,9.266666666666666,56.43754481860937,35.21650730175975,2.039248949196056
35,9.278437753634334,278,9.266666666666666,19.525119702076026,61.93992289762451,2.039248949196056
36,9.31934265788337,280,9.333333333333334,50.91614297241481,43.833860822170344,2.0548353041257084
37,9.325909424838317,280,9.333333333333334,60.01942260070241,47.00089269284272,2.0548353041257084
38,9.365989626764616,281,9.366666666666667,51.689371156751655,67.34656983606365,2.061936697882309
39,9.626227711253803,289,9.633333333333333,51.330656820752175,72.69256334016363,2.1015264378785385
40,9.667546817952518,290,9.666666666666666,55.5974682446468,53.31363564643157,2.104267113849171
41,9.76743688686926,293,9.766666666666666,58.112628674010615,42.07782917559808,2.1094834333542787
42,9.812855153497818,294,9.8,31.10240008036308,34.89521976406063,2.1102155849899824
43,9.814675447259297,294,9.8,62.67119782247377,56.168787272405126,2.1102155849899824
44,9.839438782927326,295,9.833333333333334,55.04898025767383,45.105843752453005,2.110442970216016
45,9.860333139981615,296,9.866666666666667,47.580613095734655,48.36531552025496,2.110165260603461
46,9.883945820930968,297,9.9,31.89446507117653,60.1334155183845,2.10938249202844
47,9.977702939821382,299,9.966666666666667,51.82520341181696,37.7930371206518,2.106303743355858
48,10.037163946522274,301,10.033333333333333,49.68623311104864,54.49339264381305,2.1012142912229206
49,10.041325651695535,301,10.033333333333333,33.57289028603433,62.192311672849534,2.1012142912229206
50,10.105974072465388,303,10.1,36.188613685297625,31.561187698827908,2.094127494110453
51,10.11246662507192,303,10.1,43.96095747786473,40.803015641790196,2.094127494110453
52,10.13736551021791,304,10.133333333333333,39.40664887794954,45.085895412823874,2.0898408353795523
53,10.361233439097422,311,10.366666666666667,38.687535410177574,46.456114481127656,2.0462726596814167
54,10.366094894399124,311,10.366666666666667,67.41008138274354,29.739396285650137,2.0462726596814167
55,10.451757301380193,314,10.466666666666667,55.137474106087,48.682431354677355,2.020580168478674
56,10.480058034736714,314,10.466666666666667,61.22484120421505,50.817016327385694,2.020580168478674
57,10.55994465124183,317,10.566666666666666,49.100465805264136,37.41055122778789,1.9908928309093197
58,10.577397702046184,317,10.566666666666666,13.80399893972124,37.48939696403352,1.9908928309093197
59,10.66743821828192,320,10.666666666666666,60.89667594349159,46.085567613843224,1.9573935120249522
60,10.696224683172012,321,10.7,52.98345095198906,42.37034305766353,1.9454147710190925
61,10.858323421117962,326,10.866666666666667,69.376762260853,48.63689690944576,1.8797979854836984
62,10.868285081759705,326,10.866666666666667,28.727165220451067,47.78483406179525,1.8797979854836984
63,10.869825650224563,326,10.866666666666667,37.74725035416702,39.25914072316188,1.8797979854836984
64,10.882123976325289,326,10.866666666666667,39.11952557229612,61.22919040974457,1.8797979854836984
65,10.905732943112396,327,10.9,61.57072006184695,32.707271957577575,1.8655913696036484
66,10.934870382902027,328,10.933333333333334,23.981893140623438,39.78880659249647,1.8510450676326784
67,10.97708934082656,329,10.966666666666667,64.13322350629917,65.59641167612034,1.8361686207902976
68,11.106626601054778,333,11.1,49.21858277656332,51.23447640887692,1.7735578012747937
69,11.234201539886508,337,11.233333333333333,51.48623651651039,62.66223503430902,1.7064666655293346
70,11.274750279179747,338,11.266666666666666,79.13901006703263,65.35565083892222,1.6890721438827085
71,11.276443100123803,338,11.266666666666666,65.12152217131617,39.592139129273946,1.6890721438827085
72,11.417573128015642,343,11.433333333333334,42.302345917605514,39.375920791332575,1.5989050517928436
73,11.44495528199393,343,11.433333333333334,56.89176204443391,36.100214420778286,1.5989050517928436
74,11.515852188518206,345,11.5,55.00077689458768,62.919833665757025,1.5615500145134467
75,11.610511976316229,348,11.6,46.79777266072228,51.49222401973033,1.5044093399381198
76,11.616602314684647,348,11.6,31.02454519896063,50.37015878819272,1.5044093399381198
77,11.742875093302557,352,11.733333333333333,41.21546517123941,68.21972766599389,1.426607529876637
78,11.801621556253652,354,11.8,19.672366159358095,50.767047470469564,1.3872069205412159
79,11.808098603273438,354,11.8,42.70627725424085,40.30808618153181,1.3872069205412159
80,11.964616486604703,359,11.966666666666667,54.55610315651662,55.52176365488036,1.2879143920326392
81,11.965286674112493,359,11.966666666666667,66.66946370449304,58.08650609228163,1.2879143920326392
82,12.159384878672995,365,12.166666666666666,70.91820432945623,45.12452344589941,1.1686863815393094
83,12.25756600727396,368,12.266666666666666,56.40334236730544,82.82662079662472,1.1096271676043452
84,12.268622383284082,368,12.266666666666666,63.3235522249024,52.07746813013949,1.1096271676043452
85,12.297723521977746,369,12.3,86.95283015159464,53.05470090684207,1.09008076705419
86,12.329549122851187,370,12.333333333333334,30.536708290384603,63.88195978511822,1.0706179628721384
87,12.33885679463916,370,12.333333333333334,27.223134563530653,51.034998692807335,1.0706179628721384
88,12.406741086473447,372,12.4,50.52219781446379,50.468305443169605,1.031974371145764
89,12.533129208515328,376,12.533333333333333,43.65531891645447,57.45832311511045,0.9560221770017427
90,12.631066170749357,379,12.633333333333333,56.60396742644293,38.85192335926268,0.9004419782454822
91,12.63705676417495,379,12.633333333333333,38.18832955464931,86.78293923874139,0.9004419782454822
92,12.853391413919152,386,12.866666666666667,47.43050949621554,43.62992635048934,0.7763415283411277
93,13.079173031415406,392,13.066666666666666,58.09358385580277,48.35610661417371,0.6771980008268814
94,13.626421121160325,409,13.633333333333333,55.47649175433057,34.28795881358673,0.43836830400560134
95,13.66350601191757,410,13.666666666666666,55.91124463437613,54.465795459901436,0.4263559454715359
96,13.775456216754886,413,13.766666666666666,60.06473601256216,30.576231472738996,0.3916820669156875
97,13.808154677943678,414,13.799999999999999,49.03323700744944,47.42989621774413,0.3805759828146136
98,14.03835363121156,421,14.033333333333333,48.140521637209986,54.7021832293518,0.3090403886430264
99,14.614588327744922,438,14.6,50.23346922586307,56.05844897021657,0.17728745772727802
100,15.177663139710353,455,15.166666666666666,47.88702559329178,59.15353203143596,0.09473549388149202
101,20.0,99,19.966666666666665,86.95283015159464,0.0,0.0
